date,close
2016-11-16,10.059100151061983
2016-11-17,9.991180419921875
2016-11-18,9.476160049438477
2016-11-19,9.662759780883789
2016-11-20,9.579279899597168
2016-11-21,9.620820045471191
2016-11-22,9.905719757080078
2016-11-23,9.843620300292969
2016-11-24,9.231670379638672
2016-11-25,9.402050018310547
2016-11-26,9.328109741210938
2016-11-27,8.998470306396484
2016-11-28,8.724820137023926
2016-11-29,8.17411994934082
2016-11-30,8.587539672851562
2016-12-01,8.452500343322782
2016-12-02,7.759960174560547
2016-12-03,7.921339988708496
2016-12-04,7.4436798095703125
2016-12-05,6.821660041809082
2016-12-06,7.868929862976074
2016-12-07,8.381480216980009
2016-12-08,8.230509757995605
2016-12-09,8.446009635925293
2016-12-10,8.125160217285156
2016-12-11,8.193619728088379
2016-12-12,8.522210121154785
2016-12-13,8.422849655151367
2016-12-14,8.265230178833008
2016-12-15,7.828470230102539
2016-12-16,7.85821008682251
2016-12-17,7.876589775085449
2016-12-18,7.865320205688477
2016-12-19,7.643819808959961
2016-12-20,7.660039901733398
2016-12-21,7.914400100708008
2016-12-22,7.585000038146973
2016-12-23,7.166150093078613
2016-12-24,7.265769958496094
2016-12-25,7.175079822540283
2016-12-26,7.274089813232422
2016-12-27,7.170820236206055
2016-12-28,7.520110130310059
2016-12-29,8.284159660339355
2016-12-30,8.159979820251465
2016-12-31,7.969099998474121
2017-01-01,8.17257022857666
2017-01-02,8.378510475158691
2017-01-03,9.725250244140625
2017-01-04,11.25160026550293
2017-01-05,10.254400253295898
2017-01-06,10.25469970703125
2017-01-07,9.86719036102295
2017-01-08,10.289799690246582
2017-01-09,10.325599670410156
2017-01-10,10.549599647521973
2017-01-11,9.71776008605957
2017-01-12,9.861330032348633
2017-01-13,9.769499778747559
2017-01-14,9.646659851074219
2017-01-15,9.90425968170166
2017-01-16,9.636500358581543
2017-01-17,10.302300453186035
2017-01-18,10.227800369262695
2017-01-19,10.397199630737305
2017-01-20,10.600600242614746
2017-01-21,10.909199714660645
2017-01-22,10.703200340270996
2017-01-23,10.820799827575684
2017-01-24,10.632499694824219
2017-01-25,10.570500373840332
2017-01-26,10.589099884033203
2017-01-27,10.537300109863281
2017-01-28,10.5649995803833
2017-01-29,10.484000205993652
2017-01-30,10.571200370788574
2017-01-31,10.727499961853027
2017-02-01,10.732099533081055
2017-02-02,10.821399688720703
2017-02-03,11.114500045776367
2017-02-04,11.433500289916992
2017-02-05,11.352999687194796
2017-02-06,11.389399528503418
2017-02-07,11.515299797058105
2017-02-08,11.43120002746582
2017-02-09,11.03219985961914
2017-02-10,11.278900146484375
2017-02-11,11.349499702453613
2017-02-12,11.399200439453125
2017-02-13,11.269499778747559
2017-02-14,13.025199890136719
2017-02-15,12.919699668884277
2017-02-16,12.903699874877958
2017-02-17,12.67650032043457
2017-02-18,12.8101997375488
2017-02-19,12.758500099182129
2017-02-20,12.430100440979004
2017-02-21,12.668399810791016
2017-02-22,12.599699974060059
2017-02-23,13.119400024414062
2017-02-24,13.069199562072754
2017-02-25,13.548700332641602
2017-02-26,14.520000457763672
2017-02-27,15.396499633789034
2017-02-28,15.81719970703125
2017-03-01,17.349700927734375
2017-03-02,19.03019905090332
2017-03-03,19.458999633789062
2017-03-04,18.618900299072266
2017-03-05,19.30229949951172
2017-03-06,19.60569953918457
2017-03-07,18.888599395751953
2017-03-08,16.65130043029785
2017-03-09,17.75469970703125
2017-03-10,19.332300186157227
2017-03-11,21.47249984741211
2017-03-12,23.437700271606445
2017-03-13,28.592899322509766
2017-03-14,28.654600143432617
2017-03-15,35.05590057373047
2017-03-16,46.34579849243164
2017-03-17,46.827999114990234
2017-03-18,34.16019821166992
2017-03-19,44.7401008605957
2017-03-20,43.390201568603516
2017-03-21,43.14509963989258
2017-03-22,42.342098236083984
2017-03-23,43.67839813232422
2017-03-24,53.10749816894531
2017-03-25,51.25
2017-03-26,50.52159881591797
2017-03-26,49.66690063476564
2017-03-27,50.77489852905275
2017-03-28,53.1260986328125
2017-03-29,52.20579910278322
2017-03-30,50.03730010986328
2017-03-31,50.699501037597656
2017-04-01,48.74869918823242
2017-04-02,44.35639953613281
2017-04-03,44.64189910888672
2017-04-04,45.30400085449219
2017-04-05,43.24209976196289
2017-04-06,42.162601470947266
2017-04-07,44.307098388671875
2017-04-08,43.266998291015625
2017-04-09,43.43519973754883
2017-04-10,43.40719985961914
2017-04-11,46.28730010986328
2017-04-12,50.219398498535156
2017-04-13,47.574100494384766
2017-04-14,49.10150146484375
2017-04-15,48.71849822998047
2017-04-16,48.30459976196289
2017-04-17,50.70750045776367
2017-04-18,48.305301666259766
2017-04-19,49.67219924926758
2017-04-20,48.22439956665039
2017-04-21,48.553001403808594
2017-04-22,48.48929977416992
2017-04-23,50.03150177001953
2017-04-24,49.89120101928711
2017-04-25,52.720298767089844
2017-04-26,62.167701721191406
2017-04-27,70.15920257568361
2017-04-28,68.37689971923828
2017-04-29,79.02120208740234
2017-04-30,76.2969970703125
2017-05-01,77.26380157470703
2017-05-02,79.71820068359375
2017-05-03,96.9813995361328
2017-05-04,94.39849853515624
2017-05-05,97.8134994506836
2017-05-06,94.0073013305664
2017-05-07,91.42040252685548
2017-05-08,91.16290283203124
2017-05-09,89.52490234375
2017-05-10,89.87969970703125
2017-05-11,88.65540313720703
2017-05-12,90.8354034423828
2017-05-13,90.7864990234375
2017-05-14,92.41490173339842
2017-05-15,89.43800354003906
2017-05-16,89.86039733886719
2017-05-17,96.90630340576172
2017-05-18,129.52699279785156
2017-05-19,126.52100372314453
2017-05-20,157.93699645996094
2017-05-21,174.26100158691406
2017-05-22,181.95199584960938
2017-05-23,190.04600524902344
2017-05-24,174.4459991455078
2017-05-25,160.4029998779297
2017-05-26,157.75799560546875
2017-05-27,170.51100158691406
2017-05-28,194.90899658203125
2017-05-29,231.91099548339844
2017-05-30,230.66900634765625
2017-05-31,222.23899841308597
2017-06-01,223.7749938964844
2017-06-02,224.3760070800781
2017-06-03,245.33200073242188
2017-06-04,248.4640045166016
2017-06-05,264.46600341796875
2017-06-06,258.07101440429693
2017-06-07,261.66598510742193
2017-06-08,281.73699951171875
2017-06-09,337.6679992675781
2017-06-10,340.6090087890625
2017-06-11,401.489990234375
2017-06-12,397.5369873046875
2017-06-13,359.0530090332031
2017-06-14,361.9330139160156
2017-06-15,370.22698974609375
2017-06-16,379.41400146484375
2017-06-17,371.4580078125
2017-06-18,370.0559997558594
2017-06-19,359.0050048828125
2017-06-20,336.87200927734375
2017-06-21,336.3710021972656
2017-06-22,341.739013671875
2017-06-23,323.6960144042969
2017-06-24,303.24798583984375
2017-06-25,272.69198608398443
2017-06-26,293.0880126953125
2017-06-27,327.927001953125
2017-06-28,302.88299560546875
2017-06-29,294.9159851074219
2017-06-30,274.6010131835937
2017-07-01,287.98699951171875
2017-07-02,282.89801025390625
2017-07-03,273.30300903320307
2017-07-04,268.77398681640625
2017-07-05,270.54901123046875
2017-07-06,245.99099731445312
2017-07-07,251.69700622558597
2017-07-08,242.13699340820312
2017-07-09,215.35699462890625
2017-07-10,197.4040069580078
2017-07-11,230.7740020751953
2017-07-12,209.7330017089844
2017-07-13,199.66200256347656
2017-07-14,170.65499877929688
2017-07-15,157.36300659179688
2017-07-16,193.4239959716797
2017-07-17,234.39100646972656
2017-07-18,199.7030029296875
2017-07-19,227.26499938964844
2017-07-20,218.30499267578125
2017-07-21,229.4759979248047
2017-07-22,225.9510040283203
2017-07-23,224.71099853515625
2017-07-24,206.7100067138672
2017-07-25,203.9530029296875
2017-07-26,204.3179931640625
2017-07-27,193.1230010986328
2017-07-28,205.78900146484372
2017-07-29,197.97799682617188
2017-07-30,203.8710021972656
2017-07-31,226.7689971923828
2017-08-01,219.95199584960938
2017-08-02,225.3419952392578
2017-08-03,223.072998046875
2017-08-04,256.50698852539057
2017-08-05,261.56698608398443
2017-08-06,269.17999267578125
2017-08-07,296.7690124511719
2017-08-08,296.0270080566406
2017-08-09,295.8919982910156
2017-08-10,308.864013671875
2017-08-11,310.60101318359375
2017-08-12,298.0639953613281
2017-08-13,300.09698486328125
2017-08-14,289.8179931640625
2017-08-15,302.2669982910156
2017-08-16,301.4570007324219
2017-08-17,295.5899963378906
2017-08-18,297.4700012207031
2017-08-19,301.4280090332031
2017-08-20,321.59100341796875
2017-08-21,314.7850036621094
2017-08-22,317.5190124511719
2017-08-23,325.6109924316406
2017-08-24,331.9150085449219
2017-08-25,333.8819885253906
2017-08-26,347.89300537109375
2017-08-27,347.74700927734375
2017-08-28,370.6669921875
2017-08-29,378.4849853515625
2017-08-30,383.0419921875
2017-08-31,387.7409973144531
2017-09-01,348.9840087890625
2017-09-02,347.4840087890625
2017-09-03,295.1709899902344
2017-09-04,312.9880065917969
2017-09-05,334.3380126953125
2017-09-06,329.4280090332031
2017-09-07,296.49700927734375
2017-09-08,294.4049987792969
2017-09-09,288.74700927734375
2017-09-10,294.5320129394531
2017-09-11,291.4639892578125
2017-09-12,277.11199951171875
2017-09-13,213.9080047607422
2017-09-14,250.4640045166016
2017-09-15,246.5220031738281
2017-09-16,251.74899291992188
2017-09-17,293.49700927734375
2017-09-18,282.8039855957031
2017-09-19,283.74200439453125
2017-09-20,258.57998657226557
2017-09-21,264.3099975585937
2017-09-22,286.1679992675781
2017-09-23,282.4830017089844
2017-09-24,292.3320007324219
2017-09-25,287.43798828125
2017-09-26,306.4670104980469
2017-09-27,299.1549987792969
2017-09-28,291.4670104980469
2017-09-29,301.4649963378906
2017-09-30,302.3370056152344
2017-10-01,297.4750061035156
2017-10-02,292.4630126953125
2017-10-03,292.6579895019531
2017-10-04,295.8630065917969
2017-10-05,308.5880126953125
2017-10-06,311.1239929199219
2017-10-07,308.6080017089844
2017-10-08,297.3919982910156
2017-10-09,299.8699951171875
2017-10-10,303.45599365234375
2017-10-11,304.135986328125
2017-10-12,338.7569885253906
2017-10-13,339.62799072265625
2017-10-14,336.5950012207031
2017-10-15,333.3840026855469
2017-10-16,317.0820007324219
2017-10-17,314.3190002441406
2017-10-18,308.0880126953125
2017-10-19,304.0060119628906
2017-10-20,300.18701171875
2017-10-21,295.4460144042969
2017-10-22,286.95001220703125
2017-10-23,298.3280029296875
2017-10-24,297.92498779296875
2017-10-25,296.5270080566406
2017-10-26,297.4230041503906
2017-10-27,296.2980041503906
2017-10-28,305.0880126953125
2017-10-30,307.7510070800781
2017-10-31,305.8789978027344
2017-11-01,291.6940002441406
2017-11-02,287.4289855957031
2017-11-03,305.71099853515625
2017-11-04,300.468994140625
2017-11-05,296.26300048828125
2017-11-06,298.8919982910156
2017-11-07,294.65899658203125
2017-11-08,309.07000732421875
2017-11-09,320.8840026855469
2017-11-10,299.25299072265625
2017-11-11,314.6809997558594
2017-11-12,307.9079895019531
2017-11-13,316.71600341796875
2017-11-14,337.6310119628906
2017-11-15,333.35699462890625
2017-11-16,330.92401123046875
2017-11-17,332.3940124511719
2017-11-18,347.61199951171875
2017-11-19,354.385986328125
2017-11-20,366.7300109863281
2017-11-21,360.4010009765625
2017-11-22,380.6520080566406
2017-11-23,410.1659851074219
2017-11-24,474.9110107421875
2017-11-25,466.2760009765625
2017-11-26,471.3299865722656
2017-11-27,480.3550109863281
2017-11-28,472.9020080566406
2017-11-29,427.5230102539063
2017-11-30,447.114013671875
2017-12-01,466.5400085449219
2017-12-02,463.4490051269531
2017-12-03,465.8529968261719
2017-12-04,470.20401000976557
2017-12-05,463.281005859375
2017-12-06,428.5880126953125
2017-12-07,434.4079895019531
2017-12-08,456.031005859375
2017-12-09,473.50201416015625
2017-12-10,441.72100830078125
2017-12-11,515.135986328125
2017-12-12,651.4310302734375
2017-12-13,702.7670288085938
2017-12-14,695.8159790039062
2017-12-15,684.447998046875
2017-12-16,696.208984375
2017-12-17,719.9749755859375
2017-12-18,794.64501953125
2017-12-19,826.822998046875
2017-12-20,819.0859985351562
2017-12-21,821.06298828125
2017-12-22,674.8599853515625
2017-12-23,719.3870239257812
2017-12-24,694.1480102539062
2017-12-25,765.833984375
2017-12-26,773.8359985351562
2017-12-27,762.8419799804688
2017-12-28,737.0230102539062
2017-12-29,753.5919799804689
2017-12-30,717.2570190429688
2017-12-31,756.7329711914062
2018-01-01,772.6409912109375
2018-01-02,884.4439697265625
2018-01-03,962.719970703125
2018-01-04,980.9219970703124
2018-01-05,997.719970703125
2018-01-06,1041.6800537109377
2018-01-07,1153.1700439453125
2018-01-08,1148.530029296875
2018-01-09,1299.739990234375
2018-01-10,1255.8199462890625
2018-01-11,1154.9300537109375
2018-01-12,1273.199951171875
2018-01-13,1396.4200439453125
2018-01-14,1366.77001953125
2018-01-15,1291.9200439453125
2018-01-16,1053.68994140625
2018-01-17,1014.25
2018-01-18,1036.280029296875
2018-01-19,1039.0999755859377
2018-01-20,1155.1500244140625
2018-01-21,1049.5799560546877
2018-01-22,1003.260009765625
2018-01-23,986.22900390625
2018-01-24,1058.780029296875
2018-01-25,1056.030029296875
2018-01-26,1055.1700439453123
2018-01-27,1107.0699462890623
2018-01-28,1246.010009765625
2018-01-29,1182.3599853515625
2018-01-30,1071.1300048828123
2018-01-31,1118.31005859375
2018-02-01,1036.7900390625
2018-02-02,915.7849731445312
2018-02-03,964.0189819335938
2018-02-04,834.6820068359375
2018-02-05,697.9509887695312
2018-02-06,793.1220092773438
2018-02-07,757.0679931640625
2018-02-08,817.8070068359375
2018-02-09,883.864990234375
2018-02-10,860.4149780273438
2018-02-11,814.6599731445312
2018-02-12,868.7069702148438
2018-02-13,845.2579956054688
2018-02-14,923.5609741210938
2018-02-15,936.9760131835938
2018-02-16,944.2100219726562
2018-02-17,974.1149902343749
2018-02-18,923.9210205078124
2018-02-19,943.864990234375
2018-02-20,895.3709716796875
2018-02-21,849.9710083007812
2018-02-22,812.844970703125
2018-02-23,864.1890258789062
2018-02-24,840.5150146484375
2018-02-25,844.8099975585938
2018-02-26,869.3150024414062
2018-02-27,878.2650146484375
2018-02-28,855.198974609375
2018-03-01,872.2000122070312
2018-03-02,856.85302734375
2018-03-03,857.2249755859375
2018-03-04,866.677978515625
2018-03-05,853.6840209960938
2018-03-06,816.9509887695312
2018-03-07,752.8309936523438
2018-03-08,704.5960083007812
2018-03-09,728.9160156250001
2018-03-10,686.8900146484375
2018-03-11,723.3389892578125
2018-03-12,699.8309936523438
2018-03-13,690.8270263671875
2018-03-14,614.291015625
2018-03-15,611.3040161132812
2018-03-16,601.666015625
2018-03-17,552.7789916992189
2018-03-18,538.6439819335939
2018-03-19,556.7260131835939
2018-03-20,557.1749877929689
2018-03-21,561.7319946289061
2018-03-22,539.7020263671875
2018-03-23,539.6190185546875
2018-03-24,526.439025878906
2018-03-25,524.2869873046875
2018-03-25,489.95098876953125
2018-03-26,450.1159973144531
2018-03-27,446.2789916992188
2018-03-28,385.9679870605469
2018-03-29,394.6449890136719
2018-03-30,396.4570007324219
2018-03-31,379.6069946289063
2018-04-01,386.4249877929688
2018-04-02,416.89300537109375
2018-04-03,380.5429992675781
2018-04-04,383.2319946289063
2018-04-05,370.2850036621094
2018-04-06,385.3139953613281
2018-04-07,400.5079956054688
2018-04-08,398.5260009765625
2018-04-09,414.2430114746094
2018-04-10,430.5400085449219
2018-04-11,492.9410095214844
2018-04-12,492.7349853515625
2018-04-13,501.4779968261719
2018-04-14,531.7020263671875
2018-04-15,511.1470031738281
2018-04-16,502.8940124511719
2018-04-17,524.7890014648439
2018-04-18,567.8889770507812
2018-04-19,615.718017578125
2018-04-20,605.39501953125
2018-04-21,621.8599853515625
2018-04-22,642.5479736328125
2018-04-23,708.1580200195312
2018-04-24,615.416015625
2018-04-25,662.8090209960938
2018-04-26,647.031982421875
2018-04-27,683.677978515625
2018-04-28,688.8809814453125
2018-04-29,669.9240112304688
2018-04-30,673.6129760742188
2018-05-01,687.1489868164062
2018-05-02,779.5430297851561
2018-05-03,785.6240234375
2018-05-04,816.1199951171875
2018-05-05,792.3109741210938
2018-05-06,753.7249755859375
2018-05-07,752.8569946289062
2018-05-08,752.2750244140625
2018-05-09,727.2769775390625
2018-05-10,679.5859985351562
2018-05-11,686.0479736328125
